priority_rank,priority_tier,priority_score,category_file,sku,brand,normalized_brand,model_guess,name,slug,current_image_path_url,current_local_image_exists,is_best_seller,rating,review_count,sale_price
1,A,230.5,data/gas-fireplaces-scraped.json,SUP-DRL2055TEN,Superior,Superior,DRL2055TEN,Superior 55 Inch DRL2000 Direct Vent Linear Gas Fireplace - IPI,sup-drl2055ten,/products/gas-fireplaces/sup-drl2055ten-bce6f567.webp,yes,True,4.8,4,3849.0
2,A,228.0,data/gas-fireplaces-scraped.json,CUI-DVD36FP30N,Empire,Empire,DVD36FP30N,Empire 36 Inch Tahoe Deluxe Direct Vent Fireplace - Millivolt,cui-dvd36fp30n,/products/gas-fireplaces/cui-dvd36fp30n-200545f1.webp,yes,True,4.8,13,1799.0
3,A,224.0,data/gas-fireplaces-scraped.json,SUP-DRL2045TEN,Superior,Superior,DRL2045TEN,Superior 45 Inch DRL2000 Series Contemporary Direct Vent Linear Fireplace,sup-drl2045ten,/products/gas-fireplaces/sup-drl2045ten-bce6f567.webp,yes,True,4.8,4,3199.0
4,A,218.0,data/gas-fireplaces-scraped.json,KGM-OFP7972S1P2,Kingsman,Kingsman,OFP7972S1P2,Kingsman 72 Inch Barbara Jean Linear Outdoor Natural Gas Fireplace - IPI,kgm-ofp7972s1p2,/products/gas-fireplaces/kgm-ofp7972s1p2-bd3f0285.webp,yes,False,5.0,9,6718.39
5,A,216.0,data/gas-fireplaces-scraped.json,EMP-VFLB60SP90N,Empire,Empire,VFLB60SP90N,Empire 60 Inch Boulevard Linear See-Through Vent Free Gas Fireplace - Intermittent Pilot,emp-vflb60sp90n,/products/gas-fireplaces/emp-vflb60sp90n-a28875df.webp,yes,False,5.0,8,6109.0
6,A,215.5,data/gas-fireplaces-scraped.json,SUP-ODLVF72ZEN,Superior,Superior,ODLVF72ZEN,Superior VRE4672 Series 72 Inch Outdoor Vent Free Linear Gas Fireplace,sup-odlvf72zen,/products/gas-fireplaces/sup-odlvf72zen-fbe3b153.webp,yes,False,4.9,8,8669.0
7,A,212.0,data/gas-fireplaces-scraped.json,ODL-ODLANAIGST-48,Outdoor,Outdoor Lifestyles,ODLANAIGST-48,Outdoor Lifestyles 48 Inch Lanai See-Through Linear Outdoor Gas Fireplace - IntelliFire IPI,odl-odlanaigst-48,/products/gas-fireplaces/odl-odlanaigst-48-2e8775cb.webp,yes,False,4.6,7,5139.0
8,A,210.0,data/gas-fireplaces-scraped.json,CUI-OLL60FP12SN,Empire,Empire,OLL60FP12SN,Empire OLL60FP12SN Carol Rose Outdoor Stainless Steel Linear Fireplace,cui-oll60fp12sn,/products/gas-fireplaces/cui-oll60fp12sn-ce595907.webp,yes,False,5.0,5,5545.0
9,A,210.0,data/gas-fireplaces-scraped.json,EMP-VFLB72FP90N,Empire,Empire,VFLB72FP90N,Empire 72 Inch Boulevard Linear Vent Free Gas Fireplace - Intermittent Pilot,emp-vflb72fp90n,/products/gas-fireplaces/emp-vflb72fp90n-a4c37e93.webp,yes,False,5.0,5,7069.0
10,A,209.9,data/gas-fireplaces-scraped.json,NPL-RSS42NE,Napoleon,Napoleon,RSS42NE,Napoleon 42 Inch RSS42NE Riverside Clean Face Outdoor Vent Free Gas Fireplace,npl-rss42ne,/products/gas-fireplaces/npl-rss42ne-577eb19a.webp,yes,False,5.0,11,3789.0
11,A,209.0,data/gas-fireplaces-scraped.json,SUP-DRL3555TEN,Superior,Superior,DRL3555TEN,Superior 55 Inch DRL3500 Series Contemporary Linear Direct Vent Natural Gas Fireplace,sup-drl3555ten,/products/gas-fireplaces/sup-drl3555ten-e282025e.webp,yes,False,4.8,5,5119.0
12,A,209.0,data/gas-fireplaces-scraped.json,SUP-DRL3555TEP,Superior,Superior,DRL3555TEP,Superior 55 Inch DRL3500 Series Contemporary Linear Direct Vent Propane Fireplace,sup-drl3555tep,/products/gas-fireplaces/sup-drl3555tep-9a9422e5.webp,yes,False,4.8,5,5119.0
13,A,208.0,data/gas-fireplaces-scraped.json,FGO-OFP-60LECO-N,Firegear,Firegear,OFP-60LECO-N,Firegear 60 Inch Kalea Bay Outdoor Linear Fireplace,fgo-ofp-60leco-n,/products/gas-fireplaces/fgo-ofp-60leco-n-abc899ee.webp,yes,False,5.0,4,5149.0
14,A,208.0,data/gas-fireplaces-scraped.json,FGO-OFP-60LECO-NST,Firegear,Firegear,OFP-60LECO-NST,Firegear 60 Inch Kalea Bay See-Through Outdoor Linear Fireplace,fgo-ofp-60leco-nst,/products/gas-fireplaces/fgo-ofp-60leco-nst-abc899ee.webp,yes,False,5.0,4,5728.0
15,A,206.0,data/gas-fireplaces-scraped.json,SUP-DRL4072TEN,Superior,Superior,DRL4072TEN,Superior 72 Inch DRL4000 Linear Direct Vent Gas Fireplace - IPI Ignition,sup-drl4072ten,/products/gas-fireplaces/sup-drl4072ten-b119065c.webp,yes,False,5.0,3,9989.0
16,A,206.0,data/gas-fireplaces-scraped.json,MAJ-MER42PN,Majestic,Majestic,MER42PN,Majestic 42 Inch Meridian Platinum Gas Direct Vent Fireplace,maj-mer42pn,/products/gas-fireplaces/maj-mer42pn-7524eacc.webp,yes,False,5.0,3,5629.0
17,A,206.0,data/gas-fireplaces-scraped.json,NPL-TLV62N,Napoleon,Napoleon,TLV62N,Napoleon 62 Inch Vector Tall Direct Vent Linear Gas Fireplace,npl-tlv62n,/products/gas-fireplaces/npl-tlv62n-64bc1861.webp,yes,False,5.0,3,11489.0
18,A,206.0,data/gas-fireplaces-scraped.json,NPL-TLV62LN,Napoleon,Napoleon,TLV62LN,Napoleon 62 Inch Tall Vector Direct Vent Gas Linear Fireplace with Luminous Burner and LED Ember Bed,npl-tlv62ln,/products/gas-fireplaces/npl-tlv62ln-024da6c3.webp,yes,False,5.0,3,16079.0
19,A,205.7,data/gas-fireplaces-scraped.json,EMP-VFLB48SP90N,Empire,Empire,VFLB48SP90N,Empire 48 Inch Boulevard Linear See-Through Vent Free Gas Fireplace - Intermittent Pilot,emp-vflb48sp90n,/products/gas-fireplaces/emp-vflb48sp90n-23f79257.webp,yes,False,5.0,9,3769.0
20,A,205.5,data/gas-fireplaces-scraped.json,NPL-EX36PTEL,Napoleon,Napoleon,EX36PTEL,Napoleon 36 Inch Elevation X Direct Vent Propane Gas Fireplace,npl-ex36ptel,/products/gas-fireplaces/npl-ex36ptel-e7fb98ab.webp,yes,False,5.0,3,4949.0
21,A,205.1,data/gas-fireplaces-scraped.json,EMP-VFLB48FP90N,Empire,Empire,VFLB48FP90N,Empire 48 Inch Boulevard Linear Vent Free Gas Fireplace - Intermittent Pilot,emp-vflb48fp90n,/products/gas-fireplaces/emp-vflb48fp90n-7ddcc791.webp,yes,False,4.8,10,3605.0
22,A,204.5,data/gas-fireplaces-scraped.json,MGO-DRL6013NI,Montigo,Montigo,DRL6013NI,Montigo 60 Inch DelRay Basic Linear Direct Vent Gas Fireplace,mgo-drl6013ni,/products/gas-fireplaces/mgo-drl6013ni-0b858f1c.webp,yes,False,4.7,3,5349.0
23,A,204.0,data/gas-fireplaces-scraped.json,MON-AVFL60NIF,Monessen,Monessen,AVFL60NIF,Monessen 60 Inch Artisan Vent Free Linear Gas Fireplace,mon-avfl60nif,/products/gas-fireplaces/mon-avfl60nif-8b2bb017.webp,yes,False,5.0,2,5279.0
24,A,204.0,data/gas-fireplaces-scraped.json,MAJ-MARQ42IN,Majestic,Majestic,MARQ42IN,Majestic Marquis II 42 Inch Direct Vent Fireplace with IntelliFire Tough Ignition,maj-marq42in,/products/gas-fireplaces/maj-marq42in-c7878cf2.webp,yes,False,5.0,2,6699.0
25,A,204.0,data/gas-fireplaces-scraped.json,CUI-DVCX36FP91N,Empire,Empire,DVCX36FP91N,Empire Tahoe Luxury Clean Face Direct-Vent Multi-Function IPI Traditional Fireplace - 36 Inch,cui-dvcx36fp91n,/products/gas-fireplaces/cui-dvcx36fp91n-44dec2e7.webp,yes,False,5.0,2,5019.0
26,A,203.0,data/gas-fireplaces-scraped.json,FRK-01FR0348,FireRock,FireRock,01FR0348,FireRock 48 Inch See-Through Vented Masonry Fireplace,frk-01fr0348,/products/gas-fireplaces/frk-01fr0348-dce21ad8.webp,yes,False,5.0,4,4497.64
27,A,202.5,data/gas-fireplaces-scraped.json,MGO-DRL7213NI-2,Montigo,Montigo,DRL7213NI-2,Montigo 72 Inch DelRay Full Load Linear Direct Vent Gas Fireplace,mgo-drl7213ni-2,/products/gas-fireplaces/mgo-drl7213ni-2-6d8fc755.webp,yes,False,4.3,3,8929.0
28,A,202.2,data/gas-fireplaces-scraped.json,SUP-VRL4543ZMN,Superior,Superior,VRL4543ZMN,Superior 43 Inch Vent Free Linear Gas Fireplace,sup-vrl4543zmn,/products/gas-fireplaces/sup-vrl4543zmn-84d9053f.webp,yes,False,4.8,4,4519.0
29,A,202.0,data/gas-fireplaces-scraped.json,MGO-DRL4813NI-2,Montigo,Montigo,DRL4813NI-2,Montigo 48 Inch DelRay Full Load Linear Direct Vent Gas Fireplace,mgo-drl4813ni-2,/products/gas-fireplaces/mgo-drl4813ni-2-9ad1b35f.webp,yes,False,5.0,1,6109.0
30,A,202.0,data/gas-fireplaces-scraped.json,SUP-DRL4060TEN-B,Superior,Superior,DRL4060TEN-B,Superior 60 Inch DRL4060 Direct Vent Linear Gas Fireplace,sup-drl4060ten-b,/products/gas-fireplaces/sup-drl4060ten-b-54a6106a.webp,yes,False,5.0,1,7939.0
31,A,202.0,data/gas-fireplaces-scraped.json,NPL-LV50N-2,Napoleon,Napoleon,LV50N-2,Napoleon 50 Inch Vector Direct-Vent Linear Gas Fireplace - Electronic Ignition,npl-lv50n-2,/products/gas-fireplaces/npl-lv50n-2-5e1e08e9.webp,yes,False,5.0,1,5749.0
32,A,202.0,data/gas-fireplaces-scraped.json,SFL-VIENNA40-NG,Sierra,Sierra,VIENNA40,Sierra Flame 40 Inch Vienna Direct Vent Gas Fireplace,sfl-vienna40-ng,/products/gas-fireplaces/sfl-vienna40-ng-e8d34590.webp,yes,False,5.0,1,5151.99
33,A,202.0,data/gas-fireplaces-scraped.json,NPL-EX42NTEL,Napoleon,Napoleon,EX42NTEL,Napoleon 42 Inch Elevation X Direct Vent Natural Gas Fireplace,npl-ex42ntel,/products/gas-fireplaces/npl-ex42ntel-aedb25f3.webp,yes,False,5.0,1,5569.0
34,A,202.0,data/gas-fireplaces-scraped.json,SUP-DRL6060TEN-B,Superior,Superior,DRL6060TEN-B,Superior 60 Inch DRL6060 Direct Vent Linear Gas Fireplace,sup-drl6060ten-b,/products/gas-fireplaces/sup-drl6060ten-b-e15bda8e.webp,yes,False,5.0,1,10259.0
35,A,202.0,data/gas-fireplaces-scraped.json,EMP-DVLL36BP92N,Empire,Empire,DVLL36BP92N,Empire 36 Inch Boulevard Direct Vent Gas Linear Fireplace,emp-dvll36bp92n,/products/gas-fireplaces/emp-dvll36bp92n-edfde7af.webp,yes,False,5.0,1,5049.0
36,A,202.0,data/gas-fireplaces-scraped.json,FGO-OFP-60LECO-NLED,Firegear,Firegear,OFP-60LECO-NLED,Firegear 60 Inch Kalea Bay Outdoor Linear Fireplace with LED Lights,fgo-ofp-60leco-nled,/products/gas-fireplaces/fgo-ofp-60leco-nled-3a71ed30.webp,yes,False,5.0,1,5799.0
37,A,202.0,data/gas-fireplaces-scraped.json,NPL-TLV50N,Napoleon,Napoleon,TLV50N,Napoleon 50 Inch Vector Tall Direct Vent Linear Gas Fireplace,npl-tlv50n,/products/gas-fireplaces/npl-tlv50n-35046dae.webp,yes,False,5.0,1,8039.0
38,A,202.0,data/gas-fireplaces-scraped.json,EMP-DVLL72BP90N,Empire,Empire,DVLL72BP90N,Empire 72 Inch Boulevard Linear Direct Vent Gas Fireplace,emp-dvll72bp90n,/products/gas-fireplaces/emp-dvll72bp90n-55bb73d9.webp,yes,False,5.0,1,10969.0
39,A,202.0,data/gas-fireplaces-scraped.json,SUP-DRL3545TEN,Superior,Superior,DRL3545TEN,Superior 45 Inch DRL3500 Series Contemporary Linear Direct Vent Natural Gas Fireplace,sup-drl3545ten,/products/gas-fireplaces/sup-drl3545ten-133f7b59.webp,yes,False,4.8,4,4499.0
40,A,202.0,data/gas-fireplaces-scraped.json,MAJ-ECHEL48IN,Majestic,Majestic,ECHEL48IN,Majestic Echelon II 48 Inch Direct Vent Linear Fireplace with IntelliFire Plus Ignition,maj-echel48in,/products/gas-fireplaces/maj-echel48in-ef77b53a.webp,yes,False,5.0,1,5929.0
41,A,202.0,data/gas-fireplaces-scraped.json,SUP-DRL6072TEN,Superior,Superior,DRL6072TEN,Superior 72 Inch DRL6000 Linear Direct Vent Natural Gas Fireplace - IPI Ignition,sup-drl6072ten,/products/gas-fireplaces/sup-drl6072ten-0f2ccbae.webp,yes,False,5.0,1,12389.0
42,A,202.0,data/gas-fireplaces-scraped.json,EMP-DVCT40CBP95N,Empire,Empire,DVCT40CBP95N,Empire 40 Inch Rushmore Clean Face Direct Vent Gas Fireplace,emp-dvct40cbp95n,/products/gas-fireplaces/emp-dvct40cbp95n-731c2ff5.webp,yes,False,5.0,1,6555.0
43,A,202.0,data/gas-fireplaces-scraped.json,MAJ-ECHEL48STIN,Majestic,Majestic,ECHEL48STIN,Majestic Echelon II 48 Inch Direct Vent See-Through Fireplace with IntelliFire Plus Ignition,maj-echel48stin,/products/gas-fireplaces/maj-echel48stin-bd262b2d.webp,yes,False,5.0,1,7749.0
44,A,202.0,data/gas-fireplaces-scraped.json,MGO-DRSQ38NI-2,Montigo,Montigo,DRSQ38NI-2,Montigo 38 Inch DelRay Full Load Square Direct Vent Gas Fireplace,mgo-drsq38ni-2,/products/gas-fireplaces/mgo-drsq38ni-2-08f4dce1.webp,yes,False,5.0,1,5239.0
45,A,201.5,data/gas-fireplaces-scraped.json,NPL-EX36NTEL,Napoleon,Napoleon,EX36NTEL,Napoleon 36 Inch Elevation X Direct Vent Natural Gas Fireplace,npl-ex36ntel,/products/gas-fireplaces/npl-ex36ntel-ef1fd4cc.webp,yes,False,5.0,1,4949.0
46,A,201.1,data/gas-fireplaces-scraped.json,KGM-MCVST42N,Kingsman,Kingsman,MCVST42N,Kingsman Clean View Direct Vent See Through Gas Fireplace - Millivolt - MCVST42,kgm-mcvst42n,/products/gas-fireplaces/kgm-mcvst42n-c35807f7.webp,yes,False,5.0,5,4110.89
47,A,198.9,data/gas-fireplaces-scraped.json,EMP-EMBC3SUH-DVP36FP71N,Empire,Empire,EMBC3SUH-DVP36FP71N,Empire Corner Mantel and Tahoe Premium 36 Inch Direct Vent Fireplace with Blower - IPI,emp-embc3suh-dvp36fp71n,/products/gas-fireplaces/emp-embc3suh-dvp36fp71n-13249422.webp,yes,False,5.0,2,4488.0
48,A,198.8,data/outdoor-fireplaces-scraped.json,ODL-ODCOUG-42NR,Outdoor,Outdoor Lifestyles,ODCOUG-42NR,Outdoor Lifestyles 42 Inch Courtyard Outdoor Gas Fireplace,odl-odcoug-42nr,/products/outdoor-fireplaces/odl-odcoug-42nr-e2b38ec4.webp,yes,True,5.0,2,2979.0
49,A,198.6,data/gas-fireplaces-scraped.json,CUI-OLL48SP12SN,Empire,Empire,OLL48SP12SN,Empire OLL48SP12SN Carol Rose Outdoor Stainless Steel See-Through Linear Fireplace,cui-oll48sp12sn,/products/gas-fireplaces/cui-oll48sp12sn-e6f66860.webp,yes,False,5.0,1,4659.0
50,A,198.4,data/gas-fireplaces-scraped.json,SUP-VRE4342ZENWH,Superior,Superior,VRE4342ZENWH,Superior VRE4300 Custom Series 42 Inch Outdoor Vent-Free Natural Gas Fireplace Firebox,sup-vre4342zenwh,/products/gas-fireplaces/sup-vre4342zenwh-e258cd88.webp,yes,False,5.0,1,4639.0
51,B,198.0,data/outdoor-fireplaces-scraped.json,KGM-OFP7972S1P2,Kingsman,Kingsman,OFP7972S1P2,Kingsman 72 Inch Barbara Jean Linear Outdoor Natural Gas Fireplace - IPI,kgm-ofp7972s1p2,/products/outdoor-fireplaces/kgm-ofp7972s1p2-bd3f0285.webp,yes,False,5.0,9,6718.39
52,B,198.0,data/outdoor-fireplaces-scraped.json,NPL-GSS42CFN,Napoleon,Napoleon,GSS42CFN,Napoleon Riverside Series 42 Inch Clean Face Outdoor Stainless Steel Gas Fireplace - GSS42CFN,npl-gss42cfn,/products/outdoor-fireplaces/npl-gss42cfn-d706e0dc.webp,yes,False,5.0,9,5769.0
53,B,197.5,data/gas-fireplaces-scraped.json,ODL-ODLANAIG-48,Outdoor,Outdoor Lifestyles,ODLANAIG-48,Outdoor Lifestyles 48 Inch Lanai Linear Outdoor Gas Fireplace - IntelliFire IPI,odl-odlanaig-48,/products/gas-fireplaces/odl-odlanaig-48-44053869.webp,yes,False,5.0,1,4549.0
54,B,197.5,data/gas-fireplaces-scraped.json,FRK-01FR0548,FireRock,FireRock,01FR0548,FireRock 48 Inch Rumford Style Vented Masonry Fireplace,frk-01fr0548,/products/gas-fireplaces/frk-01fr0548-2ff2daa3.webp,yes,False,4.3,3,4497.64
55,B,197.0,data/gas-fireplaces-scraped.json,NPL-AX42NTE-1,Napoleon,Napoleon,AX42NTE-1,Napoleon 42 Inch Updated Altitude X Direct Vent Gas Fireplace,npl-ax42nte-1,/products/gas-fireplaces/npl-ax42nte-1-fd1156b0.webp,yes,False,4.3,3,4449.0
56,B,197.0,data/gas-fireplaces-scraped.json,NPL-LV50N2-2,Napoleon,Napoleon,LV50N2-2,Napoleon 50 Inch See-Through Vector Direct Vent Linear Gas Fireplace - Electronic Ignition,npl-lv50n2-2,/products/gas-fireplaces/npl-lv50n2-2-52578042.webp,yes,False,4.0,1,7459.0
57,B,197.0,data/gas-fireplaces-scraped.json,NPL-LV62N,Napoleon,Napoleon,LV62N,Napoleon 62 Inch Vector Direct Vent Linear Gas Fireplace - Electronic Ignition,npl-lv62n,/products/gas-fireplaces/npl-lv62n-c3613f41.webp,yes,False,4.0,1,9189.0
58,B,196.2,data/gas-fireplaces-scraped.json,EMP-VFLB48FP30N,Empire,Empire,VFLB48FP30N,Empire 48 Inch Boulevard Linear Vent Free Gas Fireplace - Millivolt Pilot,emp-vflb48fp30n,/products/gas-fireplaces/emp-vflb48fp30n-7ddcc791.webp,yes,False,4.7,7,3365.0
59,B,196.2,data/gas-fireplaces-scraped.json,MAJ-LCOR-DV36IN,Majestic,Majestic,LCOR-DV36IN,Majestic 36 Inch Direct Vent Natural Gas Fireplace with IntelliFire Touch Ignition - Left Corner,maj-lcor-dv36in,/products/gas-fireplaces/maj-lcor-dv36in-32c9482e.webp,yes,False,5.0,1,4419.0
60,B,196.1,data/gas-fireplaces-scraped.json,CUI-DVX42FP93CLN,Empire,Empire,DVX42FP93CLN,Empire 42 Inch Tahoe Luxury Direct Vent Fireplace RF Package - IPI,cui-dvx42fp93cln,/products/gas-fireplaces/cui-dvx42fp93cln-625e371a.webp,yes,False,4.0,1,4909.0
61,B,195.7,data/outdoor-fireplaces-scraped.json,KGM-OFP7972S1,Kingsman,Kingsman,OFP7972S1,Kingsman 72 Inch Single Sided Barbara Jean Series Outdoor Linear Gas Fireplace,kgm-ofp7972s1,/products/outdoor-fireplaces/kgm-ofp7972s1-29edddae.webp,yes,False,5.0,9,4765.79
62,B,195.6,data/gas-fireplaces-scraped.json,CUI-OLL48FP12SN,Empire,Empire,OLL48FP12SN,Empire OLL48FP12SN Carol Rose Outdoor Stainless Steel Linear Fireplace,cui-oll48fp12sn,/products/gas-fireplaces/cui-oll48fp12sn-ce595907.webp,yes,False,5.0,1,4359.0
63,B,195.5,data/outdoor-fireplaces-scraped.json,SUP-ODLVF72ZEN,Superior,Superior,ODLVF72ZEN,Superior VRE4672 Series 72 Inch Outdoor Vent Free Linear Gas Fireplace,sup-odlvf72zen,/products/outdoor-fireplaces/sup-odlvf72zen-fbe3b153.webp,yes,False,4.9,8,8669.0
64,B,195.2,data/gas-fireplaces-scraped.json,MON-ODCOUG-42,Outdoor,Outdoor Lifestyles,ODCOUG-42,Outdoor Lifestyles Courtyard 42 Inch Outdoor Traditional Fireplace,mon-odcoug-42,/products/gas-fireplaces/mon-odcoug-42-2c9b7e00.webp,yes,False,5.0,8,2919.0
65,B,195.1,data/gas-fireplaces-scraped.json,SUP-VRE4536WS,Superior,Superior,VRE4536WS,Superior VRE4536 Custom Series 36 Inch Outdoor Vent-Free Gas Fireplace Firebox,sup-vre4536ws,/products/gas-fireplaces/sup-vre4536ws-5a605356.webp,yes,False,4.0,1,4809.0
66,B,195.0,data/gas-fireplaces-scraped.json,FGO-OFP-36LECO-NLED,Firegear,Firegear,OFP-36LECO-NLED,Firegear 36 Inch Kalea Bay Outdoor Linear Fireplace with LED Lights,fgo-ofp-36leco-nled,/products/gas-fireplaces/fgo-ofp-36leco-nled-3a71ed30.webp,yes,False,5.0,1,4299.0
